38850
45535,45931
30069,45931
30041,45931
60429,45931
56176,45931
60643,45931
30174,45931
45654,45931
45568,45931
30042,45931
60613,45931
45767,45931
45615,45931
45920,45931
45471,45931
45766,45931
30748,45931
45470,45931
57283,45931
63176,45931
56038,45931
60652,45931
60638,45931
60641,45931
46144,45931
45676,45931
46202,45931
30072,45931
57310,45931
45936,45931
53892,45931
38612,45931
57286,45931
60597,45931
45635,45931
46347,45931
45682,45931
46048,46021
46033,46021
49530,46021
30335,46021
45535,46021
46047,46021
46032,46021
53283,46021
46034,46021
43849,46021
46022,46021
50684,46021
45573,46021
45900,46021
30281,46021
53922,46021
60457,46021
60762,46021
30309,46021
60454,46021
50207,46021
30350,46021
55988,46021
30334,46021
30042,46021
50206,46021
60613,46021
45902,46021
60460,46021
30065,46021
53915,46021
50208,46021
30064,46021
51111,46021
30317,46021
56185,46021
53913,46021
60629,46021
45903,46021
45859,46021
30626,46021
53871,46021
53918,46021
46036,46021
30066,46021
60656,46021
46050,46021
55987,46021
45961,46021
42342,46021
45553,46021
60648,46021
45571,46021
56103,46021
60588,46021
55559,46021
50488,46021
60608,46021
60675,46021
53899,46021
30063,46021
51207,46021
46037,46021
49920,46021
43023,46021
46038,46021
45882,46021
56098,46021
60603,46021
45885,46021
42990,46021
55432,46021
30062,46021
45544,46021
60464,46021
2298,46021
45922,46021
49977,46021
57176,46021
53872,46021
45905,46021
60451,46021
30275,46021
50525,46021
60638,46021
50602,46021
45921,46021
50836,46021
53885,46021
45671,46021
60641,46021
56208,46021
53925,46021
30280,46021
30318,46021
46202,46021
30067,46021
30279,46021
36452,46021
45656,46021
53865,46021
62712,46021
46020,46021
46027,46021
45574,46021
60637,46021
46039,46021
52083,46021
60612,46021
42986,46021
45895,46021
53939,46021
60709,46021
60607,46021
50582,46021
30313,46021
50566,46021
53140,46021
50580,46021
56151,46021
45924,46021
45919,46021
45997,46021
48232,46021
60677,46021
53984,46021
60526,46021
60698,46021
43905,46021
50564,46021
50561,46021
30681,46021
45879,46021
53835,46021
53935,46021
45906,46021
50576,46021
54565,46021
50195,46021
49927,46021
52400,46021
50201,46021
60699,46021
60469,46021
52531,46021
60009,46021
62711,46021
60597,46021
60707,46021
60459,46021
49923,46021
49921,46021
49930,46021
60434,46021
42999,46021
30053,46021
30059,46021
60478,46021
45923,46021
60458,46021
30277,46021
46808,46021
53923,46021
53988,46021
30282,46021
47507,46021
60622,46021
30337,46021
61065,46021
52875,46021
55389,50970
30762,50970
30039,44870
60757,44870
45882,44870
45455,44870
45716,44870
30335,46033
45535,46033
46047,46033
62122,46033
46032,46033
46034,46033
53373,46033
46022,46033
30610,46033
51111,46033
60647,46033
52511,46033
30055,46033
30114,46033
30279,46033
50419,46033
30141,46033
30086,46033
60756,45942
45920,45942
60430,45942
62493,45938
41868,45938
50208,45938
45535,30335
62493,30335
53235,30335
30336,30335
46032,30335
53234,30335
56174,30335
30255,30335
45909,30335
30046,30335
60457,30335
56102,30335
30309,30335
45826,30335
55988,30335
30334,30335
60756,30335
30049,30335
30042,30335
60460,30335
60649,30335
49287,30335
56175,30335
30184,30335
30039,30335
60647,30335
30326,30335
30278,30335
52511,30335
40806,30335
30289,30335
60608,30335
30071,30335
30138,30335
52491,30335
59532,30335
56038,30335
60654,30335
56032,30335
30347,30335
30142,30335
30228,30335
53874,30335
30279,30335
60602,30335
52963,30335
53793,30335
45650,30335
47333,30335
56168,30335
30102,30335
52960,30335
52959,30335
56671,30335
30043,30335
30054,30335
52946,30335
42521,30335
21845,45535
21817,45535
36060,45535
51945,45535
54600,45535
46047,45535
53235,45535
30336,45535
46032,45535
62801,45535
46034,45535
30261,45535
49995,45535
46022,45535
53531,45535
30069,45535
53242,45535
30255,45535
45533,45535
47083,45535
45833,45535
30041,45535
45909,45535
30046,45535
50684,45535
30610,45535
45573,45535
45900,45535
45534,45535
30281,45535
60643,45535
53186,45535
26520,45535
36003,45535
45911,45535
45929,45535
60457,45535
60762,45535
46075,45535
45771,45535
36004,45535
46017,45535
36001,45535
45826,45535
30174,45535
4972,45535
36002,45535
44773,45535
49733,45535
62265,45535
57119,45535
30350,45535
53684,45535
30334,45535
45568,45535
40453,45535
45593,45535
49627,45535
52171,45535
30049,45535
30042,45535
30251,45535
45955,45535
45902,45535
60460,45535
53467,45535
60649,45535
56034,45535
45954,45535
30065,45535
30077,45535
43618,45535
40341,45535
43615,45535
49287,45535
62715,45535
30161,45535
30064,45535
30317,45535
57216,45535
49322,45535
45546,45535
60449,45535
45528,45535
30184,45535
46097,45535
62752,45535
30039,45535
49624,45535
62331,45535
45953,45535
45903,45535
45707,45535
49962,45535
45841,45535
46036,45535
30304,45535
45920,45535
46479,45535
30166,45535
41634,45535
30270,45535
45976,45535
45988,45535
60647,45535
30326,45535
30066,45535
21729,45535
30278,45535
31281,45535
30316,45535
45961,45535
50913,45535
47943,45535
62446,45535
45975,45535
45571,45535
43386,45535
30048,45535
30055,45535
52205,45535
30253,45535
30598,45535
30286,45535
45558,45535
30289,45535
46024,45535
50271,45535
41933,45535
30311,45535
30298,45535
45552,45535
30245,45535
45453,45535
45983,45535
53899,45535
30063,45535
30294,45535
46037,45535
43668,45535
49910,45535
49920,45535
46038,45535
45882,45535
52056,45535
52057,45535
30044,45535
30173,45535
45556,45535
45722,45535
23480,45535
45564,45535
62701,45535
52491,45535
53782,45535
48466,45535
50748,45535
30749,45535
59532,45535
49625,45535
45544,45535
45562,45535
2299,45535
38875,45535
45769,45535
53946,45535
30227,45535
46016,45535
30232,45535
45899,45535
47369,45535
30151,45535
45624,45535
30247,45535
39454,45535
56033,45535
39578,45535
49640,45535
45905,45535
30347,45535
30259,45535
30275,45535
52168,45535
52170,45535
45332,45535
45582,45535
47609,45535
53917,45535
30100,45535
30228,45535
52074,45535
45958,45535
50020,45535
57508,45535
30257,45535
30283,45535
